Компания,Категория,Название товара,Цена,Скидочная Цена,Объем,Единицы Измерения
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-30-0,5",2157.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-30-0,5",2261.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-30-0,5",2351.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-30-0,5",2485.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-30-0,5",2709.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-25-0,5",1781.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-25-0,5",1786.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-25-0,5",1798.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-25-0,5",1820.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-25-0,5",1837.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-25-0,5",1952.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-25-0,5",2019.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-25-0,5",2131.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-25-0,5",1870.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-25-0,5",1974.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-25-0,5",2064.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-25-0,5",2198.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-25-0,5",2422.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-18-0,5",1378.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-18-0,5",1383.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-18-0,5",1394.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-18-0,5",1417.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-18-0,5",1434.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-18-0,5",1548.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-18-0,5",1616.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-18-0,5",1728.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-18-0,5",1468.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-18-0,5",1571.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-18-0,5",1661.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-18-0,5",1795.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои малосурьмянистые, ПОССу-18-0,5",2019.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-40-2",2643.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-40-2",2649.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-40-2",2660.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-40-2",2682.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-40-2",2699.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-40-2",2814.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-40-2",2881.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-40-2",2993.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-40-2",2733.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-40-2",2836.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-40-2",2926.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-40-2",3060.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-40-2",3284.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-30-2",2068.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-30-2",2073.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-30-2",2085.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-30-2",2121.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-30-2",2124.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-30-2",2239.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-30-2",2306.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-30-2",2418.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-30-2",2158.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-30-2",2261.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-30-2",2351.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-30-2",2485.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-30-2",2709.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-25-2",1781.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-25-2",1786.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-25-2",1798.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-25-2",1820.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-25-2",1837.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-25-2",1952.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-25-2",2019.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-25-2",2131.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-25-2",1870.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-25-2",1974.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-25-2",2064.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-25-2",2198.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-25-2",2422.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-18-2",1378.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-18-2",1383.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-18-2",1394.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-18-2",1417.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-18-2",1434.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-18-2",1548.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-18-2",1616.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-18-2",1728.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-18-2",1468.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-18-2",1571.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-18-2",1661.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-18-2",1795.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-18-2",2019.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-8-3",867.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-8-3",872.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-8-3",883.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-8-3",906.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-8-3",923.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-8-3",1037.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-8-3",1105.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-8-3",1217.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-8-3",956.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-8-3",1060.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-8-3",1149.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-8-3",1284.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои сурьмянистые, ПОССу-8-3",1508.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61М",3959.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61М",3965.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61М",3976.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61М",3998.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61М",4015.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61М",4130.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61М",4197.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61М",4309.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61М",4049.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61М",4152.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61М",4242.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61М",4376.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61М",4600.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-10",846.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-10",852.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-10",863.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-10",885.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-10",902.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-10",1017.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-10",1084.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-10",854.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-10",936.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-10",1039.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-10",1129.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-10",1263.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-10",1487.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-30",1882.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-30",1888.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-30",1899.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-30",1921.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-30",1938.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-30",2053.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-30",2120.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-30",2232.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-30",1972.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-30",1972.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-30",2165.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-30",2299.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-30",2523.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-63",3966.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-63",3918.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-63",3983.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-63",4005.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-63",4022.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-63",4137.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-63",4204.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-63",4316.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-63",4056.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-63",4159.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-63",4249.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-63",4383.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-63",4607.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61",3794.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61",3800.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61",3811.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61",3833.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61",3841.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61",3698.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61",4041.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61",4165.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61",3879.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61",3992.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61",4091.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61",4238.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-61",4485.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-40",2640.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-40",2647.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-40",2659.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-40",2683.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-40",2702.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-40",2828.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-40",2902.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-40",3025.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-40",2739.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-40",2852.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-40",2951.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-40",3099.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-40",3345.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-35",2355.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-35",2362.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-35",2374.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-35",2398.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-35",2417.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-35",2543.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-35",2617.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-35",2740.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-35",2454.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-35",2567.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-35",2666.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-35",2814.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-35",3060.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-90",5490.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-90",5497.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-90",5510.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-90",5534.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-90",5551.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-90",5678.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-90",5752.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-90",5875.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-90",5589.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-90",5704.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-90",5801.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-90",5950.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припои бессурьмянистые, ПОС-90",6196.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Сварочные материалы, Припои, Припойные порошки оловянные по ГОСТ, ПО-1",6468.0,,0.5,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припойные порошки оловянно-свинцовые по ТУ, ПОС 63",3410.0,,1.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припойные порошки оловянно-свинцовые по ТУ, ПОС 61",4158.0,,1.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припойные порошки оловянно-свинцовые по ТУ, ПОС 40",3080.0,,1.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припойные порошки оловянно-свинцовые по ТУ, ПОС 30",2541.0,,1.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Припои,"Припойные порошки оловянно-свинцовые по ТУ, ПОССу 30-2",2541.0,,1.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электроды НЕРО Т-590",510.0,,4.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электроды НЕРО Т-590",490.0,,5.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод Т-590",280.0,,4.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод Т-590",280.0,,5.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод ОЗН-300М",299.0,,4.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод ОЗН-300М",299.0,,5.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод ЦН-14",1261.0,,3.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод ЦН-14",1261.0,,4.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод ЦН-14",1261.0,,5.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод ЦН-12М",1800.0,,4.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод ЦН-12М",1800.0,,5.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод ЦН-6Л",1600.0,,4.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод ЦН-6Л",1600.0,,5.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод ОЗН-7",1066.0,,3.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод ОЗН-7",1066.0,,4.0,кг
АО_АПК_БЕЛИФФ_ГАЗ,Электроды,"Для наплавки, Электрод ОЗН-7",1066.0,,5.0,кг
